TÍTULO,CLAVE DE REGIÓN HIDROLÓGICA,NOMBRE DE REGIÓN HIDROLÓGICA,ESTADO,NOMBRE DE ESTADO,MUNICIPIO(S),CLAVE DE CUENCA HIDROLÓGICA,NOMBRE DE CUENCA HIDROLÓGICA,VOLUMEN ANUAL EN m3 ,FUENTE,AFLUENTE,NÚMERO DE ANEXO
08MCH404507/18ATGC00,18,BALSAS,16,MICHOACÁN DE OCAMPO,"JUNGAPEO, ZITÁCUARO Y TUXPAN",276,RÍO CUTZAMALA,40000000.00,"PRESA AGOSTITLÁN, SABANETA, PUCUATO Y RÍO TUXPAN O TAXIMAROA",RÍO BALSAS,1
08MCH402001/12ATGC18,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,MORELIA,0,,5470000.00,SISTEMA PRESA COINTZIO-AGUAS RESIDUALES DE LA CD. DE MORELIA (PRESA COINTZIO),RÍO GRANDE DE MORELIA,1
08MCH402004/12ATGC18,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ALVARO OBREGÓN, INDAPARAPEO Y QUERÉNDADO",0,,21240000.00,SISTEMA PRESA COINTZIO-AGUAS RESIDUALES DE LA CD. DE MORELIA,RÍO GRANDE DE MORELIA,1
04MCH409714/18ATGC19,18,BALSAS,16,MICHOACÁN DE OCAMPO,BUENAVISTA,0,,94330000.00,"PRESA DE ALMACENAMIENTO ""CONSTITUCIÓN DE APATZINGÁN"" (CHILATÁN)",RIO TEPALCATEPEC,1
04MOR401601/18ATGC00,18,BALSAS,17,MORELOS,"COATLÁN DEL RÍO, TETECALA, MAZATEPEC, PUENTE DE IXTLA Y AMACUZAC",271,RÍO AMACUZAC,49940000.00,RÍO CHALMA,RÍO AMACUZAC,1
04MOR401603/18ATGC00,18,BALSAS,17,MORELOS,"CUERNAVACA, TEMIXCO, XOCHITEPEC",271,RÍO AMACUZAC,38590000.00,RÍO APATLACO,RÍO AMACUZAC,1
04MOR401604/18ATGC00,18,BALSAS,17,MORELOS,"CUERNAVACA, JIUTEPEC, EMILIANO ZAPATA, XOCHITEPEC Y TLALTIZAPÁN",271,RÍO AMACUZAC,66790000.00,"MANANTIALES CHAPULTEPEC, CUAHUCHILES, LAS FUENTES, PALO ESCRITO, SAN RAMÓN Y SALADO SANTA ROSA",NO APLICA,1
04MOR401608/18ATGC00,18,BALSAS,17,MORELOS,"CUAUTLA, CIUDAD AYALA, TEPALCINGO, TLAQUILTENANGO Y TLALTIZAPÁN",271,RÍO AMACUZAC,84850000.00,"MANANTIALES AGUA DULCE, SANTA ROSA, LA MORA, SAN CRISTÓBAL, XOCHITENGO, HUANCHA, SANTA INÉS, CASASANO Y AXOCOCHE",NO APLICA,1
04MOR401608/18ATGC00,18,BALSAS,17,MORELOS,"CUAUTLA, AYALA, TEPALCINGO, TLAQUILTENANGO Y TLALTIZAPÁN",271,RÍO AMACUZAC,8670000.00,RÍO AYALA,RÍO CUAUTLA,2
04MOR401608/18ATGC00,18,BALSAS,17,MORELOS,"CUAUTLA, CIUDAD AYALA, TEPALCINGO, TLAQUILTENANGO Y TLALTIZAPÁN",271,RÍO AMACUZAC,145330000.00,RÍO CUAUTLA,RÍO AMACUZAC,3
04MOR401608/18ATGC00,18,BALSAS,17,MORELOS,"CUAUTLA, CIUDAD AYALA, TEPALCINGO, TLAQUILTENANGO Y TLALTIZAPÁN",271,RÍO AMACUZAC,1650000.00,RÍO YAUTEPEC,RÍO APATLACO,4
04MOR401608/18ATGC00,18,BALSAS,17,MORELOS,"CUAUTLA, CIUDAD AYALA, TEPALCINGO, TLAQUILTENANGO Y TLALTIZAPÁN",271,RÍO AMACUZAC,7030000.00,BARRANCA LA CUERA,RÍO CUAUTLA,5
04MOR401605/18ATGC00,18,BALSAS,17,MORELOS,"XOCHITEPEC, PUENTE DE IXTLA, JOJUTLA, TLALTIZAPÁN, TLAQUILTENANGO, EMILIANO ZAPATA Y ZACATEPEC",271,RÍO AMACUZAC,172300000.00,"MANANTIALES CHIHUAHUITA, EL SALTO, TECOLOAPAN, ESTACAS, SANTA ISABEL, SANTÍSIMO Y EL CUATE",NO APLICA,1
04MOR401605/18ATGC00,18,BALSAS,17,MORELOS,"XOCHITEPEC, PUENTE DE IXTLA, JOJUTLA, TLALTIZAPÁN, TLAQUILTENANGO, EMILIANO ZAPATA Y ZACATEPEC",271,RÍO AMACUZAC,49480000.00,RÍO APATLACO,RÍO AMACUZAC,2
04MOR401605/18ATGC00,18,BALSAS,17,MORELOS,"XOCHITEPEC, PUENTE DE IXTLA, JOJUTLA, TLALTIZAPGN, TLAQUILTENANGO, EMILIANO ZAPATA Y ZACATEPEC",271,RÍO AMACUZAC,41980000.00,RÍO YAUTEPEC,RÍO APATLACO,3
04MOR401605/18ATGC00,18,BALSAS,17,MORELOS,"XOCHITEPEC, PUENTE DE IXTLA, JOJUTLA, TLALTIZAPÁN, TLAQUILTENANGO, EMILIANO ZAPATA Y ZACATEPEC",271,RÍO AMACUZAC,30680000.00,RÍO TETLAMA,RÍO APATLACO,4
03NAY404301/14ATGC00,14,RÍO AMECA,18,NAYARIT,BAHÍA DE BANDERAS,242,AMECA IXTAPA B,89495000.00,DERIVACIÓN DEL RÍO AMECA,RÍO AMECA,1
03NAY404303/11ATGC00,11,PRESIDIO-SAN PEDRO,18,NAYARIT,SANTIAGO IXCUINTLA,221,RÍO SANTIAGO 6,32996000.00,BOMBEO DEL RÍO SANTIAGO,RÍO SAN PEDRO,1
03NAY404304/12ATGC00,12,LERMA-SANTIAGO,18,NAYARIT,"TUXPAN, RUIZ Y ROSAMORADA",156,RÍO SAN PEDRO-DESEMBOCADURA,32767000.00,TOMA DIRECTA DEL RÍO SAN PEDRO,RÍO SANTIAGO,1
03NAY404302/12ATGC00,12,LERMA-SANTIAGO,18,NAYARIT,"TEPIC, SAN BLAS Y SANTIAGO IXCUINTLA",221,RÍO SANTIAGO 6,239661000.00,DERIVACIÓN DEL RÍO SANTIAGO,RÍO SANTIAGO,1
06NVL403101/24ATGC00,24,BRAVO-CONCHOS,19,NUEVO LEÓN,"GENERAL BRAVO, DR. COSS, CHINA, LOS ALDAMAS Y LOS RAMONES",437,RÍO SAN JUAN 2,24000000.00,PRESA DE ALMACENAMIENTO EL CUCHILLO-SOLIDARIDAD,RÍO SAN JUAN,1
06NVL400402/24ATGC17,24,BRAVO-CONCHOS,19,NUEVO LEÓN,ANÁHUAC,431,RÍO SALADO,17184900.00,PRESA VENUSTIANO CARRANZA,RÍO SALADO,1
06NVL400403/24ATGC17,24,BRAVO-CONCHOS,19,NUEVO LEÓN,ANÁHUAC,431,RÍO SALADO,21434230.00,PRESA VENUSTIANO CARRANZA,RÍO SALADO,1
06NVL400404/24ATGC17,24,BRAVO-CONCHOS,19,NUEVO LEÓN,ANÁHUAC,431,RÍO SALADO,37999400.00,PRESA VENUSTIANO CARRANZA,RÍO SALADO,1
06NVL400405/24ATGC17,24,BRAVO-CONCHOS,19,NUEVO LEÓN,ANÁHUAC,431,RÍO SALADO,20886010.00,PRESA VENUSTIANO CARRANZA,RÍO SALADO,1
06NVL400406/24ATGC17,24,BRAVO-CONCHOS,19,NUEVO LEÓN,ANÁHUAC,431,RÍO SALADO,2307080.00,PRESA VENUSTIANO CARRANZA,RÍO SALADO,1
06NVL400407/24ATGC17,24,BRAVO-CONCHOS,19,NUEVO LEÓN,ANÁHUAC,431,RÍO SALADO,2029190.00,PRESA VENUSTIANO CARRANZA,RÍO SALADO,1
05OAX401904/22ATGC03,22,TEHUANTEPEC,20,OAXACA,"SAN PEDRO COMITANCILLO, SAN BLAS ATEMPA Y ASUNCIÓN IXTALTEPEC -  PROPIEDAD FEDERAL (SECRETARÍA DE LA DEFENSA NACIONAL)",369,RÍO LOS PERROS 2,7429000.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401903/22ATGC04,22,TEHUANTEPEC,20,OAXACA,"SAN BLAS ATEMPA, SAN PEDRO HUILOTEPEC Y JUCHITAN DE ZARAGOZA",369,RÍO LOS PERROS 2,74101000.00,RIO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUAREZ),RIO TEHUANTEPEC,1
05OAX401905/22ATGC03,22,TEHUANTEPEC,20,OAXACA,EL ESPINAL,369,RÍO LOS PERROS 2,38257000.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401906/22ATGC03,22,TEHUANTEPEC,20,OAXACA,JUCHITÁN  DE ZARAGOZA,369,RÍO LOS PERROS 2,35098000.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401907/22ATGC03,22,TEHUANTEPEC,20,OAXACA,JUCHITÁN DE ZARAGOZA Y UNIÓN HIDALGO,372,RÍO ESPÍRITU SANTO 2,44267000.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401908/22ATGC03,22,TEHUANTEPEC,20,OAXACA,ASUNCIÓN IXTALTEPEC Y COMITANCILLO,369,RÍO LOS PERROS 2,21688000.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401909/22ATGC03,22,TEHUANTEPEC,20,OAXACA,ASUNCIÓN IXTALTEPEC,372,RÍO ESPÍRITU SANTO 2,15542000.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401910/22ATGC09,22,TEHUANTEPEC,20,OAXACA,JUCHITÁN DE ZARAGOZA,372,RÍO ESPÍRITU SANTO 2,11982900.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401912/22ATDA14,22,TEHUANTEPEC,20,OAXACA,JUCHITAN DE ZARAGOZA,366,RÍO TEHUANTEPEC 1,32361500.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÀREZ),RÍO TEHUANTEPEC,1
05OAX401911/22ATDA13,22,TEHUANTEPEC,20,OAXACA,JUCHITÁN DE ZARAGOZA,366,RÍO TEHUANTEPEC 1,57696600.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX401902/22ATGC03,22,TEHUANTEPEC,20,OAXACA,"SANTO DOMINGO TEHUANTEPEC, SANTA MARÍA MIXTEQUILLA Y SAN BLAS ATEMPA",369,RÍO LOS PERROS 2,23624000.00,RÍO TEHUANTEPEC (PRESA DE ALMACENAMIENTO BENITO JUÁREZ),RÍO TEHUANTEPEC,1
05OAX411001/20ATGC00,20,COSTA CHICA DE GUERRERO,20,OAXACA,SAN PEDRO TUTUTEPEC,344,RÍO VERDE,15723000.00,RÍO VERDE (PRESA DERIVADORA RICARDO FLORES MAGÓN),NO APLICA,1
05OAX411002/20ATGC00,20,COSTA CHICA DE GUERRERO,20,OAXACA,SANTIAGO JAMILTEPEC,344,RÍO VERDE,7355000.00,RÍO VERDE (PRESA DERIVADORA RICARDO FLORES MAGÓN),NO APLICA,1
04PUE403001/18ATGC99,18,BALSAS,21,PUEBLA,"ATOYATEMPAN, TECALI DE HERRERA, SANTO TOMÁS HUEYOTLIPAN, SANTA CLARA HUITZILTEPEC, SANTA ISABEL TLANEPANTLA, TOCHTEPEC Y TEPEYAHUALCO DE CUAUHTÉMOC",270,RÍO ALTO ATOYAC,35321000.00,PRESA MANUEL AVILA CAMACHO,RIO ATOYAC,1
04PUE403002/18ATGC99,18,BALSAS,21,PUEBLA,"TECAMACHALCO DE VICENTE GUERRERO, SANTO TOMÁS HUEYOTLIPAN, CUAPIAXTLA DE MADERO, SAN SALVADOR HUIXCOLOTLA Y TOCHTEPEC",275,RÍO BAJO ATOYAC,47832000.00,PRESA MANUEL AVILA CAMACHO,RIO ATOYAC,1
04PUE403003/18ATGC99,18,BALSAS,21,PUEBLA,TECAMACHALCO DE VICENTE GUERRERO Y SAN SIMÓN YEHUALTEPEC,275,RÍO BAJO ATOYAC,25323000.00,PRESA MANUEL AVILA CAMACHO,RIO ATOYAC,1
04PUE403004/18ATGC99,18,BALSAS,21,PUEBLA,"SAN SIMÓN YEHUALTEPEC, TLACOTEPEC DE BENITO JUÁREZ Y TEPANCO DE LÓPEZ",275,RÍO BAJO ATOYAC,51316000.00,PRESA MANUEL AVILA CAMACHO,RIO ATOYAC,1
04PUE403005/18ATGC99,18,BALSAS,21,PUEBLA,XOCHITLÁN TODOS SANTOS,275,RÍO BAJO ATOYAC,24937000.00,PRESA MANUEL AVILA CAMACHO,RIO ATOYAC,1
04PUE403006/18ATGC99,18,BALSAS,21,PUEBLA,TEPANCO DE LÓPEZ,275,RÍO BAJO ATOYAC,44701000.00,PRESA MANUEL AVILA CAMACHO,RIO ATOYAC,1
09QRO402301/26ATGC00,26,PÁNUCO,22,QUERÉTARO,SAN JUAN DEL RÍO,489,RÍO SAN JUAN 1,15525200.00,PRESA SAN ILDEFONSO Y B. LA LLAVE,RÍO SAN JUAN,1
09QRO402302/26ATGC00,26,PÁNUCO,22,QUERÉTARO,SA N JUAN DEL RÍO Y PEDRO ESCOBEDO,489,RÍO SAN JUAN 1,23502600.00,PRESA SAN ILDEFONSO Y CONSTITUCIÓN DE 1917,RÍO SAN JUAN,1
09QRO402303/26ATGC00,26,PÁNUCO,22,QUERÉTARO,PEDRO ESCOBEDO,489,RÍO SAN JUAN 1,1418300.00,BORDO LA VENTA,RÍO SAN JUAN,1
09SLP409201/26ATOC13,26,PÁNUCO,24,SAN LUIS POTOSÍ,TAMUÍN Y ÉBANO,544,RÍO MOCTEZUMA 5,6412000.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP409202/26ATOC13,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,544,RÍO MOCTEZUMA 5,30864000.00,RÍO TAMPAÓN - PLANTA DE BOMBEO EL PROVENIR,RÍO TAMPAÓN,1
09SLP409203/26ATOC13,26,PÁNUCO,24,SAN LUIS POTOSÍ,TAMUÍN Y ÉBANO,544,RÍO MOCTEZUMA 5,45923880.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP409204/26ATOC13,26,PÁNUCO,24,SAN LUIS POTOSÍ,TAMUÍN Y ÉBANO,544,RÍO MOCTEZUMA 5,63077760.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP409205/26ATOC13,26,PÁNUCO,24,SAN LUIS POTOSÍ,ÉBANO,544,RÍO MOCTEZUMA 5,23994000.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP409206/26ATOC13,26,PÁNUCO,24,SAN LUIS POTOSÍ,TAMUÍN Y ÉBANO,544,RÍO MOCTEZUMA 5,31860000.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP409207/26ATOC13,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,"PÁNUCO, VER.,  Y ÉBANO, S.L.P.",544,RÍO MOCTEZUMA 5,64063000.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP409208/26ATOC13,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,"PÁNUCO, VER., Y ÉBANO, S.L.P.",544,RÍO MOCTEZUMA 5,37356000.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP409209/26ATOC13,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,"PÁNUCO, VER., Y ÉBANO, S.L.P.",544,RÍO MOCTEZUMA 5,66629940.00,"RÍO TAMPAÓN, PLANTA DE BOMBEO EL PORVENIR",RÍO TAMPAÓN,1
09SLP404901/26ATGC00,26,PÁNUCO,24,SAN LUIS POTOSÍ,RÍO VERDE Y CD. FERNÁNDEZ,505,RÍO VERDE 2,46886500.00,MANANTIAL MEDIA LUNA,NO APLICA,1
03SIN401002/10ATGC00,10,SINALOA,25,SINALOA,NAVOLATO,124,RÍO CULIACÁN,63600000.00,PRESA DE ALMACENAMIENTO: SANALONA Y LIC. ADOLFO LOPEZ MATEOS. (ING. CARLOS CARVAJAL Z.),RIO CULIACAN,1
03SIN401003/10ATGC00,10,SINALOA,25,SINALOA,NAVOLATO,124,RÍO CULIACÁN,132300000.00,PRESAS DE ALMACENAMIENTO: SANALONA Y LIC. ADOLFO LOPEZ MATEOS (ING. CARLOS CRVAJAL),RIO CULIACAN,1
03SIN401004/10ATGC00,10,SINALOA,25,SINALOA,CULIACÁN,124,RÍO CULIACÁN,258300000.00,PRESA DE ALMACENAMIENTO JOSE LOPEZ PORTILLO (ING. CARLOS CARVAJAL Z. Y SAN LORENZO),RIO CULIACAN Y RIO SAN LORENZO,1
03SIN401005/10ATGC00,10,SINALOA,25,SINALOA,CULIACÁN,124,RÍO CULIACÁN,137900000.00,PRESAS DE ALMACENAMIENTO: SANALONA Y LIC. JOSE LOPEZ PORTILLO (ING. CARLOS CARVAJAL Z. Y SAN LORENZO),RIO CULIACAN Y EL RIO SAN LORENZO,1
03SIN401006/10ATGC00,10,SINALOA,25,SINALOA,CULIACÁN,124,RÍO CULIACÁN,282700000.00,PRESAS DE ALMACENAMIENTO: SANALONA Y LIC. JOSE LOPEZ PORTILLO (ING. CARLOS CARVAJAL Y SAN LORENZO),RIO CULIACAN Y EL RIO SAN LORENZO,1
03SIN401007/10ATGC00,10,SINALOA,25,SINALOA,CULIACÁN Y NAVOLATO,124,RÍO CULIACÁN,143400000.00,"PRESA ALMACENAMIENTO, LIC. ADOLFO LOPEZ MATEOS (ANDREW WEISS)",RÍO HUMAYA,1
03SIN401008/10ATGC00,10,SINALOA,25,SINALOA,CULIACAN Y MOCORITO,124,RÍO CULIACÁN,113700000.00,"PRESA DE ALMACENAMIENTO, LIC. ADOLFO LOPEZ MATEOS (ANDREW WEISS)",RIO HUMAYA,1
03SIN401009/10ATGC00,10,SINALOA,25,SINALOA,"CULIACÁN, MOCORITO Y NAVOLATO",124,RÍO CULIACÁN,85600000.00,"PRESA ALMACENAMIENTO, LIC. ADOLFO LOPEZ MATEOS (ANDREW WEISS)",RÍO HUMAYA,1
03SIN401010/10ATGC00,10,SINALOA,25,SINALOA,MOCORITO,124,RÍO CULIACÁN,138100000.00,PRESA DE ALMACENAMIENTO: LIC. ADOLFO LOPEZ MATEOS (ANDREW WEISS),RIO HUMAYA,1
03SIN401012/10ATGC00,10,SINALOA,25,SINALOA,ANGOSTURA Y SALVADOR ALVARADO,124,RÍO CULIACÁN,266400000.00,"PRESA ALMACENAMIENTO, LIC. ADOLFO LOPEZ MATEOS (ANDREW WEISS)",RÍO HUMAYA,1
03SIN407402/10ATGC00,10,SINALOA,25,SINALOA,SALVADOR ALVARADO,119,RÍO MOCORITO 2,169700000.00,PRESA DE ALMACENAMIENTO: EUSTAQUIO BUELNA Y LIC. ADOLFO LOPEZ MATEOS (ANDREW WEISS Y EUSTAQUIO BUELNA),RIO MOCORITO Y RIO HUMAYA,1
03SIN410901/10ATGC00,10,SINALOA,25,SINALOA,CULIACÁN,121,RÍO SAN LORENZO 2,188300000.00,PRESA DE ALMACENAMIENTO LIC. JOSÉ LÓPEZ PORTILLO (SAN LORENZO),RÍO SAN LORENZO,1
03SIN410902/10ATGC00,10,SINALOA,26,SONORA,CULIACAN,121,RÍO SAN LORENZO 2,93500000.00,"PRESA DE ALMACENAMIENTO, LIC. JOSE LOPEZ PORTILLO (SAN LORENZO)",RIO SAN LORENZO,1
03SIN410903/10ATGC00,10,SINALOA,25,SINALOA,CULIACAN,121,RÍO SAN LORENZO 2,148500000.00,PRESA DE ALMACENAMIENTO: LIC. JOSE LOPEZ PORTILLO (SAN LORENZO),RIO SAN LOREZO,1
03SIN407501/10ATGC01,10,SINALOA,25,SINALOA,GUASAVE,128,RÍO FUERTE 2,225336000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407502/10ATGC01,10,SINALOA,25,SINALOA,GUASAVE,128,RÍO FUERTE 2,250299000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407503/10ATGC01,10,SINALOA,25,SINALOA,GUASAVE,128,RÍO FUERTE 2,163766000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407504/10ATGC01,10,SINALOA,25,SINALOA,"GUASAVE, SINALOA DE LEYVA Y AHOME",128,RÍO FUERTE 2,217069000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407505/10ATGC01,10,SINALOA,25,SINALOA,GUASAVE Y AHOME,128,RÍO FUERTE 2,139101000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407508/10ATGC01,10,SINALOA,25,SINALOA,AHOME,128,RÍO FUERTE 2,268729000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407509/10ATGC01,10,SINALOA,25,SINALOA,AHOME,128,RÍO FUERTE 2,217826000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407510/10ATGC01,10,SINALOA,25,SINALOA,AHOME,128,RÍO FUERTE 2,170840000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407511/10ATGC01,10,SINALOA,25,SINALOA,AHOME Y EL FUERTE,128,RÍO FUERTE 2,80195000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407606/10ATGC01,10,SINALOA,25,SINALOA,EL FUERTE,128,RÍO FUERTE 2,17326000.00,PRESA DE ALMACENAMIENTO JOSEFA ORTIZ DE DOMÍNGUEZ,RÍO EL FUERTE Y ARROYO ÁLAMOS,1
03SIN407606/10ATGC01,10,SINALOA,25,SINALOA,EL FUERTE,128,RÍO FUERTE 2,2765000.00,"PRESA MIGUEL HIDALGO (BOMBEO DIRECTO DEL RÍO FUERTE, AGUAS ABAJO DE LA PRESA, MARGEN DERECHA)",RÍO EL FUERTE,2
03SIN407607/10ATGC01,10,SINALOA,25,SINALOA,AHOME,128,RÍO FUERTE 2,26888000.00,PRESA DE ALMACENAMIENTO JOSEFA ORTIZ DE DOMÍNGUEZ,RÍO FUERTE Y ARROYO ÁLAMOS,1
03SIN407607/10ATGC01,10,SINALOA,25,SINALOA,AHOME Y EL FUERTE,128,RÍO FUERTE 2,21521000.00,"PRESA MIGUEL HIDALGO (BOMBEO DIRECTO DEL RÍO FUERTE, AGUAS ABAJO DE LA PRESA, MARGEN IZQUIERDA)",RÍO FUERTE,2
03SIN407608/10ATGC01,10,SINALOA,25,SINALOA,EL FUERTE,128,RÍO FUERTE 2,15700000.00,"PRESA MIGUEL HIDALGO (BOMBEO DIRECTO DEL RÍO FUERTE, ABUAS ABAJO DE LA PRESA)",RÍO FUERTE,1
03SIN410904/10ATGC00,10,SINALOA,25,SINALOA,CULIACÁN,121,RÍO SAN LORENZO 2,196900000.00,PRESA DE ALMACENAMIENTO LIC. JOSÉ LÓPEZ PORTILLO (SAN LORENZO),RÍO SAN LORENZO,1
03SIN407609/10ATGC08,10,SINALOA,26,SONORA,ÁLAMOS,128,RÍO FUERTE 2,38000000.00,SUBSISTEMA DE PRESAS MIGUEL HIDALGO-JOSEFA ORTIZ DE DOMÍNGUEZ,RÍO FUERTE,1
03SIN407506/10ATOC09,10,SINALOA,25,SINALOA,AHOME Y EL FUERTE,128,RÍO FUERTE 2,379436000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407507/10ATOC09,10,SINALOA,25,SINALOA,AHOME Y EL FUERTE,128,RÍO FUERTE 2,277715000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN406302/10ATGC00,10,SINALOA,25,SINALOA,GUASAVE,134,RÍO SINALOA 2,220829000.00,PRESA DE ALMACENAMIENTO GUSTAVO DÍAZ ORDAZ,RÍO SINALOA,1
03SIN406303/10ATGC00,10,SINALOA,25,SINALOA,GUASAVE Y SINALOA,134,RÍO SINALOA 2,217697000.00,PRESA DE ALMACENAMIENTO GUSTAVO DÍAZ ORDAZ,RÍO SINALOA,1
03SIN406304/10ATGC00,10,SINALOA,25,SINALOA,GUASAVE Y SINALOA,134,RÍO SINALOA 2,204000000.00,PRESA DE ALMACENAMIENTO GUSTAVO DÍAZ ORDAZ,RÍO SINALOA,1
03SIN406305/10ATGC00,10,SINALOA,25,SINALOA,SINALOA,134,RÍO SINALOA 2,125732000.00,PRESA DE ALMACENAMIENTO GUILLERMO BLAKE AGUILAR,ARROYO COCORONI,1
03SIN407601/10ATGC01,10,SINALOA,25,SINALOA,AHOME,124,RÍO CULIACÁN,98395000.00,PRESA DE ALMACENAMIENTO JOSEFA ORTÍZ DE DOMÍNGUEZ,RÍO FUERTE Y ARROYO ÁLAMOS,1
03SIN407602/10ATGC01,10,SINALOA,25,SINALOA,AHOME Y EL FUERTE,128,RÍO FUERTE 2,78492000.00,PRESA DE ALMACENAMIENTO JOSEFA ORTÍZ DE DOMÍNGUEZ,RÍO FUERTE Y ARROYO ÁLAMOS,1
03SIN407604/10ATGC01,10,SINALOA,25,SINALOA,AHOME Y EL FUERTE,128,RÍO FUERTE 2,108931000.00,PRESA DE ALMACENAMIENTO JOSEFA ORTÍZ DE DOMÍNGUEZ,RÍO FUERTE Y ARROYO ÁLAMOS,1
03SIN407603/10ATGC01,10,SINALOA,25,SINALOA,AHOME Y EL FUERTE,128,RÍO FUERTE 2,130868000.00,PRESA DE ALMACENAMIENTO JOSEFA ORTÍZ DE DOMÍNGUEZ,RÍO FUERTE Y ARROYO ÁLAMOS,1
03SIN406301/10ATOC08,10,SINALOA,25,SINALOA,GUASAVE Y SINALOA,134,RÍO SINALOA 2,285282000.00,PRESA DE ALMACENAMIENTO GUSTAVO DÍAZ ORDAZ,RÍO SINALOA,1
03SIN401001/10ATGC00,10,SINALOA,25,SINALOA,CULIACÁN Y NAVOLATO,124,RÍO CULIACÁN,81700000.00,PRESAS SANALONA Y LIC. ADOLFO LOPEZ MATEOS,RIO CULIACAN,1
03SIN401011/10ATGC00,10,SINALOA,25,SINALOA,ANGOSTURA  Y SALVADOR ALVARADO,124,RÍO CULIACÁN,213600000.00,PRESA DE ALMACENAMIENTO: LIC. ADOLFO LOPEZ MATEOS (ADREW WEISS),RIO HUMAYA,1
03SIN407401/10ATGC00,10,SINALOA,25,SINALOA,SALVADOR ALVARADO,119,RÍO MOCORITO 2,230800000.00,"PRESA DE ALMACENAMIENTO, EUSTAQUIO BUELNA Y LIC. ASOLFO LOPEZ MATEOS (ANDREW WEISS Y EUSTAQUIO BUELNA)",RIO MOCORITO Y RIO HUMAYA,1
03SIN407512/10ATGC01,10,SINALOA,25,SINALOA,GUASAVE Y SINALOA DE LEYVA,128,RÍO FUERTE 2,141891000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
03SIN407513/10ATOC09,10,SINALOA,25,SINALOA,EL FUERTE,128,RÍO FUERTE 2,90911000.00,PRESA DE ALMACENAMIENTO MIGUEL HIDALGO,RÍO FUERTE,1
