,TÍTULO,NÚMERO DE ANEXO,LONGITUD,LATITUD,TIPO
7025,12CAM105666/30GDGE00,352,-90.99908333333333,-90.99908333333333,SUPERFICIAL
7026,12CAM103536/31IDGE99,353,-89.26897222222222,-89.26897222222222,SUPERFICIAL
7027,12CAM103537/31ADGE99,354,-89.27372222222222,-89.27372222222222,SUPERFICIAL
7028,12CAM103543/31ADGE99,355,-89.28613888888889,-89.28613888888889,SUPERFICIAL
7029,12CAM104389/31ISGE04,356,-90.8278611111111,-90.8278611111111,SUPERFICIAL
7030,12CAM104313/31GAGE99,357,-90.6486388888889,-90.6486388888889,SUPERFICIAL
7031,12CAM104441/30GAGE99,358,-91.10180555555554,-91.10180555555554,SUPERFICIAL
7032,12CAM104453/30GAGE99,359,-91.08583333333333,-91.08583333333333,SUPERFICIAL
7033,12CAM104463/30GSGE99,360,-91.0886111111111,-91.0886111111111,SUPERFICIAL
7034,12CAM104513/30GAGE99,361,-91.10583333333332,-91.10583333333332,SUPERFICIAL
7035,12CAM104526/30GAGE99,362,-91.09058333333333,-91.09058333333333,SUPERFICIAL
7036,12CAM105069/30GAGE99,363,-91.08827777777778,-91.08827777777778,SUPERFICIAL
7037,12CAM105071/30GAGE99,364,-91.11399999999999,-91.11399999999999,SUPERFICIAL
7038,12CAM105170/30IDGE99,365,-91.80094444444444,-91.80094444444444,SUPERFICIAL
7039,12CAM105171/30IDGE99,366,-91.80283333333333,-91.80283333333333,SUPERFICIAL
7040,12CAM105172/30IDGE99,367,-91.80044444444444,-91.80044444444444,SUPERFICIAL
7041,12CAM105173/30IDGE99,368,-91.80169444444444,-91.80169444444444,SUPERFICIAL
7042,12CAM105187/30ISGE99,369,-91.8056111111111,-91.8056111111111,SUPERFICIAL
7043,12CAM105188/30GDGE99,370,-91.79283333333333,-91.79283333333333,SUPERFICIAL
7044,12CAM106079/31GDGE01,371,-89.2773611111111,-89.2773611111111,SUPERFICIAL
7045,12CAM103477/31GDGE99,372,-89.04625,-89.04625,SUPERFICIAL
7046,12CAM103540/31IDDL09,373,-89.2701388888889,-89.2701388888889,SUPERFICIAL
7047,12CAM103542/31IDGE99,374,-89.28702777777778,-89.28702777777778,SUPERFICIAL
7048,12CAM105166/30GDGE99,375,-91.80269444444444,-91.80269444444444,SUPERFICIAL
7049,11CAM108934/30GADL09,376,-92.11699999999999,-92.11699999999999,SUPERFICIAL
7050,11CAM105274/30GAGE99,377,-92.06705555555556,-92.06705555555556,SUPERFICIAL
7051,11CAM105279/30GAGE99,378,-92.14144444444445,-92.14144444444445,SUPERFICIAL
7052,11CAM105290/30GAGE99,379,-92.13063888888888,-92.13063888888888,SUPERFICIAL
7053,11CAM105296/30IAGE99,380,-92.05322222222222,-92.05322222222222,SUPERFICIAL
7054,11CAM105363/30ISGE99,381,-91.97811111111112,-91.97811111111112,SUPERFICIAL
7055,11CAM105410/30IAGE99,382,-92.05277777777778,-92.05277777777778,SUPERFICIAL
7056,11CAM105412/30ISGE99,383,-92.09758333333333,-92.09758333333333,SUPERFICIAL
7057,11CAM105511/30IAGE99,384,-92.09066666666666,-92.09066666666666,SUPERFICIAL
7058,11CAM105520/30IAGE99,385,-92.11763888888888,-92.11763888888888,SUPERFICIAL
7059,12CAM105161/30GSGE99,386,-91.0858611111111,-91.0858611111111,SUPERFICIAL
7060,12CAM108616/30IADL09,387,-90.67277777777778,-90.67277777777778,SUPERFICIAL
7061,12CAM109172/30HDDL09,388,-91.28505555555556,-91.28505555555556,SUPERFICIAL
7062,11CAM100101/30AAGR99,389,-91.96472222222222,-91.96472222222222,SUPERFICIAL
7063,11CAM102783/30IAGE98,390,-92.11749999999999,-92.11749999999999,SUPERFICIAL
7064,11CAM103279/30IAGE99,391,-92.118,-92.118,SUPERFICIAL
7065,11CAM103842/30IAGE99,392,-92.11002777777777,-92.11002777777777,SUPERFICIAL
7066,11CAM105284/30GAGE99,393,-92.02536111111111,-92.02536111111111,SUPERFICIAL
7067,11CAM105285/30IAGE99,394,-92.06019444444445,-92.06019444444445,SUPERFICIAL
7068,11CAM105288/30IAGE99,395,-92.09972222222221,-92.09972222222221,SUPERFICIAL
7069,11CAM105289/30GAGE99,396,-92.13038888888889,-92.13038888888889,SUPERFICIAL
7070,11CAM105298/30GAGE99,397,-92.09805555555555,-92.09805555555555,SUPERFICIAL
7071,11CAM105667/30IAGE00,398,-92.10952777777777,-92.10952777777777,SUPERFICIAL
7072,11CAM105669/30IAGE00,399,-92.01094444444445,-92.01094444444445,SUPERFICIAL
52,812337,400,-101.475008,-101.475008,SUPERFICIAL
83,813709,401,-101.33833466666667,-101.33833466666667,SUPERFICIAL
242,816398,402,-101.25417738888889,-101.25417738888889,SUPERFICIAL
246,816432,403,-101.79583419444444,-101.79583419444444,SUPERFICIAL
365,818128,404,-101.21666683333333,-101.21666683333333,SUPERFICIAL
366,818128,405,-101.21138905555556,-101.21138905555556,SUPERFICIAL
412,819181,406,-101.25833430555555,-101.25833430555555,SUPERFICIAL
413,819193,407,-101.22777825,-101.22777825,SUPERFICIAL
414,819195,408,-101.21833358333333,-101.21833358333333,SUPERFICIAL
416,819202,409,-101.06833347222222,-101.06833347222222,SUPERFICIAL
446,820963,410,-101.77500033333334,-101.77500033333334,SUPERFICIAL
1232,834055,411,-101.36194483333333,-101.36194483333333,SUPERFICIAL
1391,837718,412,-101.80000025,-101.80000025,SUPERFICIAL
1692,813028,413,-101.75305625,-101.75305625,SUPERFICIAL
1693,813032,414,-101.75833363888889,-101.75833363888889,SUPERFICIAL
2525,COA100201,415,-101.16805619444445,-101.16805619444445,SUPERFICIAL
2526,COA100223,416,-100.39794444444445,-100.39794444444445,SUPERFICIAL
2527,COA100253,417,-101.405,-101.405,SUPERFICIAL
2528,COA100294,418,-100.75888905555556,-100.75888905555556,SUPERFICIAL
2529,COA100294,419,-100.74222241666666,-100.74222241666666,SUPERFICIAL
2530,COA100329,420,-101.72083333333333,-101.72083333333333,SUPERFICIAL
2531,COA100342,421,-101.66861111111112,-101.66861111111112,SUPERFICIAL
2532,COA100343,422,-101.66806088888889,-101.66806088888889,SUPERFICIAL
2533,COA100344,423,-101.6736083888889,-101.6736083888889,SUPERFICIAL
2534,COA100929,424,-101.88611111111112,-101.88611111111112,SUPERFICIAL
2535,COA107634,425,-101.203334,-101.203334,SUPERFICIAL
2536,COA108573,426,-101.76055619444445,-101.76055619444445,SUPERFICIAL
2537,COA108573,427,-101.76027977777778,-101.76027977777778,SUPERFICIAL
2538,COA109162,428,-101.28333333333333,-101.28333333333333,SUPERFICIAL
2539,COA109265,429,-100.98222286111111,-100.98222286111111,SUPERFICIAL
2540,COA109307,430,-101.77,-101.77,SUPERFICIAL
2541,COA109519,431,-101.08333333333333,-101.08333333333333,SUPERFICIAL
2542,COA109520,432,-101.03611177777778,-101.03611177777778,SUPERFICIAL
2543,COA109526,433,-101.23194577777778,-101.23194577777778,SUPERFICIAL
2544,COA109532,434,-101.22611244444445,-101.22611244444445,SUPERFICIAL
2545,COA109533,435,-101.23333533333333,-101.23333533333333,SUPERFICIAL
2546,COA109542,436,-101.27778044444445,-101.27778044444445,SUPERFICIAL
2547,COA109543,437,-101.23333869444444,-101.23333869444444,SUPERFICIAL
2548,COA115575,438,-101.00252788888889,-101.00252788888889,SUPERFICIAL
4366,COA152959,439,-103.24647219444445,-103.24647219444445,SUPERFICIAL
7098,2COA100218/24HASG94,440,-100.92805555555556,-100.92805555555556,SUPERFICIAL
7099,2COA100220/24AASG94,441,-100.46666666666667,-100.46666666666667,SUPERFICIAL
7100,2COA100928/24AOGR95,442,-101.90972222222223,-101.90972222222223,SUPERFICIAL
7101,2COA100928/24AOGR95,443,-101.91055555555556,-101.91055555555556,SUPERFICIAL
7102,2COA100928/24AOGR95,444,-101.91111111111111,-101.91111111111111,SUPERFICIAL
7103,2COA100930/24AOGR95,445,-102.20027777777779,-102.20027777777779,SUPERFICIAL
7104,2COA100934/24AOGR95,446,-100.75,-100.75,SUPERFICIAL
7105,2COA101561/24AOGR96,447,-101.61527777777778,-101.61527777777778,SUPERFICIAL
7106,2COA101577/24IAGR96,448,-101.08222222222221,-101.08222222222221,SUPERFICIAL
7107,2COA101577/24IAGR96,449,-101.08222222222221,-101.08222222222221,SUPERFICIAL
7108,2COA101577/24IAGR96,450,-101.08166666666666,-101.08166666666666,SUPERFICIAL
7109,2COA101577/24IAGR96,451,-101.08277777777778,-101.08277777777778,SUPERFICIAL
7110,2COA102187/24AOTA94,452,-102.22166666666666,-102.22166666666666,SUPERFICIAL
7111,2COA102188/24AOTA94,453,-101.7075,-101.7075,SUPERFICIAL
7112,2COA102189/24ADTA94,454,-101.42666666666668,-101.42666666666668,SUPERFICIAL
7113,2COA102190/24AOTA95,455,-101.2025,-101.2025,SUPERFICIAL
7114,2COA102191/36AOTA95,456,-101.93722222222223,-101.93722222222223,SUPERFICIAL
7115,2COA102192/24AOTA94,457,-100.94416666666667,-100.94416666666667,SUPERFICIAL
7116,2COA102193/36AKTA94,458,-102.17972222222222,-102.17972222222222,SUPERFICIAL
7117,2COA102195/36IOGE97,459,-102.5611111111111,-102.5611111111111,SUPERFICIAL
7118,2COA102195/36IOGE97,460,-102.53111111111112,-102.53111111111112,SUPERFICIAL
7119,2COA102397/24ADTA94,461,-101.375,-101.375,SUPERFICIAL
7120,2COA102398/24AOTA94,462,-101.81388888888888,-101.81388888888888,SUPERFICIAL
7121,2COA101563/24DMGR96,463,-101.36944444444444,-101.36944444444444,SUPERFICIAL
7122,2COA102799/24ADGE98,464,-101.51305555555555,-101.51305555555555,SUPERFICIAL
7123,06COA103893/24HOGR98,465,-101.37722222222222,-101.37722222222222,SUPERFICIAL
7124,06COA103894/24HOGR98,466,-101.51805555555555,-101.51805555555555,SUPERFICIAL
7125,06COA103897/24HOGR98,467,-101.33972222222222,-101.33972222222222,SUPERFICIAL
7126,06COA103898/24HOGR98,468,-101.83333333333333,-101.83333333333333,SUPERFICIAL
7127,06COA103900/24HOGR98,469,-101.58055555555555,-101.58055555555555,SUPERFICIAL
7128,06COA104421/24AAGE98,470,-100.57194444444444,-100.57194444444444,SUPERFICIAL
7129,06COA106167/24HOGE98,471,-101.32472222222222,-101.32472222222222,SUPERFICIAL
7130,06COA107059/24HAGE98,472,-100.5975,-100.5975,SUPERFICIAL
7131,06COA107065/24HAGE98,473,-100.57222222222222,-100.57222222222222,SUPERFICIAL
7132,06COA107452/24HHGE98,474,-100.91027777777778,-100.91027777777778,SUPERFICIAL
7133,06COA107453/24HHGE98,475,-100.8938888888889,-100.8938888888889,SUPERFICIAL
7134,06COA107454/24HHGE98,476,-100.88388888888889,-100.88388888888889,SUPERFICIAL
7135,06COA107455/24HHGE98,477,-100.96722222222222,-100.96722222222222,SUPERFICIAL
7136,06COA107456/24HHGE98,478,-100.93333333333334,-100.93333333333334,SUPERFICIAL
7137,06COA107457/24HHGE98,479,-100.94861111111112,-100.94861111111112,SUPERFICIAL
7138,06COA107458/24HHGE98,480,-100.95416666666667,-100.95416666666667,SUPERFICIAL
7139,06COA107459/24HHGE98,481,-100.90722222222223,-100.90722222222223,SUPERFICIAL
7140,06COA107460/24HHGE98,482,-100.96666666666667,-100.96666666666667,SUPERFICIAL
7141,06COA107461/24HHGE98,483,-100.9713888888889,-100.9713888888889,SUPERFICIAL
7142,06COA107462/24HHGE98,484,-100.89916666666667,-100.89916666666667,SUPERFICIAL
7143,06COA107463/24HHGE98,485,-100.89027777777778,-100.89027777777778,SUPERFICIAL
7144,06COA107466/24HHGE98,486,-100.875,-100.875,SUPERFICIAL
7145,06COA106327/24HAGE98,487,-100.67305555555556,-100.67305555555556,SUPERFICIAL
7146,06COA106329/24HAGE98,488,-100.91055555555556,-100.91055555555556,SUPERFICIAL
7147,06COA106344/24HAGE98,489,-100.85888888888888,-100.85888888888888,SUPERFICIAL
7148,06COA106345/24HAGE98,490,-100.72972222222222,-100.72972222222222,SUPERFICIAL
7149,06COA106372/24HCGE98,491,-101.02444444444444,-101.02444444444444,SUPERFICIAL
7150,06COA106373/24HAGE98,492,-100.73305555555555,-100.73305555555555,SUPERFICIAL
7151,06COA106378/24HAGE98,493,-100.82916666666667,-100.82916666666667,SUPERFICIAL
7152,06COA106384/24HAGE98,494,-100.98111111111112,-100.98111111111112,SUPERFICIAL
7153,06COA106386/24HAGE98,495,-101.01888888888888,-101.01888888888888,SUPERFICIAL
7154,06COA106388/24HAGE98,496,-100.80194444444444,-100.80194444444444,SUPERFICIAL
7155,06COA106392/24HCGE98,497,-101.01,-101.01,SUPERFICIAL
7156,06COA106393/24HCGE98,498,-101.01805555555555,-101.01805555555555,SUPERFICIAL
7157,06COA106394/24HAGE98,499,-100.75333333333333,-100.75333333333333,SUPERFICIAL
5,810288,500,-103.52169644444444,-103.52169644444444,SUPERFICIAL
6,810291,501,-104.0458898888889,-104.0458898888889,SUPERFICIAL
23,811263,502,-103.66902911111112,-103.66902911111112,SUPERFICIAL
79,813658,503,-103.60016680555555,-103.60016680555555,SUPERFICIAL
107,814288,504,-103.99467911111111,-103.99467911111111,SUPERFICIAL
108,814349,505,-103.65169477777778,-103.65169477777778,SUPERFICIAL
109,814349,506,-103.67947255555556,-103.67947255555556,SUPERFICIAL
181,815723,507,-103.71680588888889,-103.71680588888889,SUPERFICIAL
367,818139,508,-103.69055572222223,-103.69055572222223,SUPERFICIAL
472,821682,509,-104.04083466666667,-104.04083466666667,SUPERFICIAL
514,822264,510,-103.92663913888889,-103.92663913888889,SUPERFICIAL
515,822265,511,-103.92108372222222,-103.92108372222222,SUPERFICIAL
527,822365,512,-103.9875005,-103.9875005,SUPERFICIAL
530,822432,513,-103.68888955555556,-103.68888955555556,SUPERFICIAL
540,822547,514,-103.591667,-103.591667,SUPERFICIAL
550,822710,515,-104.27675033333334,-104.27675033333334,SUPERFICIAL
561,823033,516,-104.16750033333334,-104.16750033333334,SUPERFICIAL
566,823235,517,-103.99388955555555,-103.99388955555555,SUPERFICIAL
571,823374,518,-104.052504,-104.052504,SUPERFICIAL
573,823416,519,-104.03472355555556,-104.03472355555556,SUPERFICIAL
575,823439,520,-103.87400016666666,-103.87400016666666,SUPERFICIAL
581,823620,521,-104.0125291111111,-104.0125291111111,SUPERFICIAL
593,823753,522,-104.01813922222222,-104.01813922222222,SUPERFICIAL
594,823753,523,-104.01150033333333,-104.01150033333333,SUPERFICIAL
604,823914,524,-103.67225016666667,-103.67225016666667,SUPERFICIAL
608,823997,525,-103.65652811111111,-103.65652811111111,SUPERFICIAL
609,824018,526,-103.63247355555555,-103.63247355555555,SUPERFICIAL
611,824022,527,-104.12569577777776,-104.12569577777776,SUPERFICIAL
634,824223,528,-103.75778044444445,-103.75778044444445,SUPERFICIAL
636,824252,529,-103.693917,-103.693917,SUPERFICIAL
642,824380,530,-103.69166933333334,-103.69166933333334,SUPERFICIAL
643,824380,531,-103.72166800000001,-103.72166800000001,SUPERFICIAL
644,824380,532,-103.72194511111111,-103.72194511111111,SUPERFICIAL
646,824452,533,-103.59138938888889,-103.59138938888889,SUPERFICIAL
649,824462,534,-103.53338636111111,-103.53338636111111,SUPERFICIAL
669,824806,535,-104.1517248888889,-104.1517248888889,SUPERFICIAL
671,824828,536,-104.15211158333334,-104.15211158333334,SUPERFICIAL
679,824964,537,-104.06280688888889,-104.06280688888889,SUPERFICIAL
684,825028,538,-103.69386169444445,-103.69386169444445,SUPERFICIAL
685,825034,539,-103.75780755555556,-103.75780755555556,SUPERFICIAL
689,825093,540,-104.15936647222223,-104.15936647222223,SUPERFICIAL
697,825181,541,-103.70038922222223,-103.70038922222223,SUPERFICIAL
704,825256,542,-103.78205688888889,-103.78205688888889,SUPERFICIAL
714,825321,543,-103.58297277777777,-103.58297277777777,SUPERFICIAL
736,825433,544,-103.841667,-103.841667,SUPERFICIAL
747,825488,545,-103.735836,-103.735836,SUPERFICIAL
749,825493,546,-104.26923466666666,-104.26923466666666,SUPERFICIAL
772,825627,547,-104.03111119444445,-104.03111119444445,SUPERFICIAL
788,825803,548,-104.05841699999999,-104.05841699999999,SUPERFICIAL
792,825852,549,-103.78889022222222,-103.78889022222222,SUPERFICIAL
821,826354,550,-103.97972272222222,-103.97972272222222,SUPERFICIAL
825,826401,551,-103.57186127777777,-103.57186127777777,SUPERFICIAL
826,827435,552,-103.53719477777777,-103.53719477777777,SUPERFICIAL
846,827619,553,-104.24288902777778,-104.24288902777778,SUPERFICIAL
856,827783,554,-103.88119477777776,-103.88119477777776,SUPERFICIAL
865,827894,555,-104.05833377777778,-104.05833377777778,SUPERFICIAL
872,827958,556,-104.06194477777777,-104.06194477777777,SUPERFICIAL
873,827959,557,-104.02030588888888,-104.02030588888888,SUPERFICIAL
874,827959,558,-104.019167,-104.019167,SUPERFICIAL
875,828003,559,-104.01855572222222,-104.01855572222222,SUPERFICIAL
876,828014,560,-104.05000033333333,-104.05000033333333,SUPERFICIAL
879,828045,561,-104.016667,-104.016667,SUPERFICIAL
882,828051,562,-104.13750016666667,-104.13750016666667,SUPERFICIAL
891,828324,563,-103.96944477777778,-103.96944477777778,SUPERFICIAL
896,828457,564,-103.70222355555556,-103.70222355555556,SUPERFICIAL
907,829566,565,-103.95000033333334,-103.95000033333334,SUPERFICIAL
909,829624,566,-104.14861144444446,-104.14861144444446,SUPERFICIAL
920,829776,567,-103.63890269444445,-103.63890269444445,SUPERFICIAL
936,829958,568,-103.97111177777778,-103.97111177777778,SUPERFICIAL
941,829969,569,-103.9847228888889,-103.9847228888889,SUPERFICIAL
942,829969,570,-103.94722272222222,-103.94722272222222,SUPERFICIAL
977,830256,571,-103.57705605555554,-103.57705605555554,SUPERFICIAL
988,830304,572,-103.83611144444444,-103.83611144444444,SUPERFICIAL
989,830341,573,-103.72547238888889,-103.72547238888889,SUPERFICIAL
990,830342,574,-103.7254835,-103.7254835,SUPERFICIAL
991,830343,575,-103.72545866666667,-103.72545866666667,SUPERFICIAL
998,830481,576,-103.61111647222222,-103.61111647222222,SUPERFICIAL
1002,830554,577,-103.85650033333333,-103.85650033333333,SUPERFICIAL
1006,831631,578,-103.70630588888889,-103.70630588888889,SUPERFICIAL
1008,831682,579,-103.70619447222222,-103.70619447222222,SUPERFICIAL
1010,831699,580,-103.77672255555555,-103.77672255555555,SUPERFICIAL
1012,831753,581,-103.66808366666667,-103.66808366666667,SUPERFICIAL
1015,831758,582,-103.68758341666667,-103.68758341666667,SUPERFICIAL
1024,831855,583,-103.57500008333334,-103.57500008333334,SUPERFICIAL
1027,831897,584,-103.70030588888889,-103.70030588888889,SUPERFICIAL
1036,832037,585,-103.60305575,-103.60305575,SUPERFICIAL
1037,832042,586,-103.68772241666667,-103.68772241666667,SUPERFICIAL
1053,832218,587,-103.71313905555556,-103.71313905555556,SUPERFICIAL
1055,832221,588,-103.613334,-103.613334,SUPERFICIAL
1064,832265,589,-103.64583400000001,-103.64583400000001,SUPERFICIAL
1065,832265,590,-103.60583372222221,-103.60583372222221,SUPERFICIAL
1066,832295,591,-103.76166683333334,-103.76166683333334,SUPERFICIAL
1076,832436,592,-103.7094723888889,-103.7094723888889,SUPERFICIAL
1100,832761,593,-103.69841405555556,-103.69841405555556,SUPERFICIAL
1171,833179,594,-103.71091677777778,-103.71091677777778,SUPERFICIAL
1193,833419,595,-103.96250016666667,-103.96250016666667,SUPERFICIAL
1201,833553,596,-103.92083366666667,-103.92083366666667,SUPERFICIAL
1203,833587,597,-103.69933350000001,-103.69933350000001,SUPERFICIAL
1257,834507,598,-103.71636127777778,-103.71636127777778,SUPERFICIAL
1260,835577,599,-104.08666683333333,-104.08666683333333,SUPERFICIAL
68,813294,600,-92.42412077777779,-92.42412077777779,SUPERFICIAL
89,813804,601,-92.43472272222223,-92.43472272222223,SUPERFICIAL
94,814000,602,-92.26945511111111,-92.26945511111111,SUPERFICIAL
161,815399,603,-93.50094486111111,-93.50094486111111,SUPERFICIAL
190,815932,604,-93.01805688888889,-93.01805688888889,SUPERFICIAL
415,819200,605,-92.93638922222223,-92.93638922222223,SUPERFICIAL
456,821141,606,-92.14922286111111,-92.14922286111111,SUPERFICIAL
477,821747,607,-92.38763944444445,-92.38763944444445,SUPERFICIAL
479,821757,608,-92.2982781111111,-92.2982781111111,SUPERFICIAL
481,821800,609,-93.000167,-93.000167,SUPERFICIAL
484,821828,610,-92.38694461111112,-92.38694461111112,SUPERFICIAL
489,821917,611,-92.07353922222222,-92.07353922222222,SUPERFICIAL
493,821989,612,-91.19999433333334,-91.19999433333334,SUPERFICIAL
494,821990,613,-92.79396683333333,-92.79396683333333,SUPERFICIAL
496,822000,614,-92.43040877777779,-92.43040877777779,SUPERFICIAL
499,822015,615,-91.6760501388889,-91.6760501388889,SUPERFICIAL
500,822054,616,-92.64585819444446,-92.64585819444446,SUPERFICIAL
510,822191,617,-92.4133748888889,-92.4133748888889,SUPERFICIAL
512,822253,618,-93.10413644444444,-93.10413644444444,SUPERFICIAL
513,822259,619,-92.34400266666667,-92.34400266666667,SUPERFICIAL
529,822404,620,-92.03936966666666,-92.03936966666666,SUPERFICIAL
531,822456,621,-92.04311138888889,-92.04311138888889,SUPERFICIAL
532,822457,622,-92.33942527777778,-92.33942527777778,SUPERFICIAL
533,822459,623,-92.77760322222223,-92.77760322222223,SUPERFICIAL
535,822485,624,-91.67799266666667,-91.67799266666667,SUPERFICIAL
538,822538,625,-92.20400033333334,-92.20400033333334,SUPERFICIAL
562,823103,626,-92.47940544444445,-92.47940544444445,SUPERFICIAL
579,823586,627,-93.50463644444444,-93.50463644444444,SUPERFICIAL
707,825294,628,-92.02719461111111,-92.02719461111111,SUPERFICIAL
771,825622,629,-92.59736419444444,-92.59736419444444,SUPERFICIAL
808,826123,630,-92.84538599999999,-92.84538599999999,SUPERFICIAL
813,826226,631,-91.93144111111111,-91.93144111111111,SUPERFICIAL
815,826279,632,-92.30055588888888,-92.30055588888888,SUPERFICIAL
817,826330,633,-92.89722277777778,-92.89722277777778,SUPERFICIAL
818,826333,634,-92.08912527777777,-92.08912527777777,SUPERFICIAL
888,828171,635,-92.10820583333333,-92.10820583333333,SUPERFICIAL
