NÚMERO DE ANEXO,CLAVE DE ACUÍFERO,VOLUMEN ANUAL EN m3,FECHA
3775,901,81000.0,2022-05-22
3776,901,882500.0,2022-05-22
3777,901,91000.0,2022-05-22
3778,901,100000.0,2022-05-22
3779,901,11500.0,2022-05-22
3780,901,11500.0,2022-05-22
3781,901,3383.0,2022-05-22
3782,901,4100.0,2022-05-22
3783,901,19814.0,2022-05-22
3784,901,20000.0,2022-05-22
3785,901,210000.0,2022-05-22
3786,901,360000.0,2022-05-22
3787,901,22000.0,2022-05-22
3788,901,10400.0,2022-05-22
3789,901,52024.0,2022-05-22
3790,901,17187.0,2022-05-22
3791,901,114559.0,2022-05-22
3792,901,105120.0,2022-05-22
3793,901,118510.0,2022-05-22
3794,901,7000.0,2022-05-22
3795,901,29864.0,2022-05-22
3796,901,9262.0,2022-05-22
3797,901,50000.0,2022-05-22
3798,901,68.0,2022-05-22
3799,901,20000.0,2022-05-22
3800,901,100000.0,2022-05-22
3801,901,21000.0,2022-05-22
3802,901,46018.0,2022-05-22
3803,901,1112.0,2022-05-22
3804,901,8432.0,2022-05-22
3805,901,108000.0,2022-05-22
3806,901,43200.0,2022-05-22
3807,901,57183.0,2022-05-22
3808,901,51090.0,2022-05-22
3809,901,22457.0,2022-05-22
3810,901,240.0,2022-05-22
3811,901,32400.0,2022-05-22
3812,901,32400.0,2022-05-22
3813,901,1100.0,2022-05-22
3814,901,26730.0,2022-05-22
3815,901,571.0,2022-05-22
3816,901,250000.0,2022-05-22
3817,901,236880.0,2022-05-22
3818,901,15000.0,2022-05-22
3819,901,110000.0,2022-05-22
3820,901,50000.0,2022-05-22
3821,901,8295.0,2022-05-22
3822,901,4060.0,2022-05-22
3823,901,400000.0,2022-05-22
3824,901,417255.0,2022-05-22
3825,901,964656.0,2022-05-22
3826,901,722700.0,2022-05-22
3827,901,4495.0,2022-05-22
3828,901,149073.0,2022-05-22
3829,901,290.0,2022-05-22
3830,901,38000.0,2022-05-22
3831,901,95562.0,2022-05-22
3832,901,1700.0,2022-05-22
3833,901,302000.0,2022-05-22
3834,901,21600.0,2022-05-22
3835,901,61000.0,2022-05-22
3836,901,407340.0,2022-05-22
3837,901,42052.0,2022-05-22
3838,901,315360.0,2022-05-22
3839,901,38669.0,2022-05-22
3840,901,517.0,2022-05-22
3841,901,7003.0,2022-05-22
3842,901,1002.0,2022-05-22
3843,901,75.0,2022-05-22
3844,901,25000.0,2022-05-22
3845,901,13530.0,2022-05-22
3846,901,227504.0,2022-05-22
3847,901,227504.0,2022-05-22
3848,901,16200.0,2022-05-22
3849,901,6523.0,2022-05-22
3850,901,50000.0,2022-05-22
3851,901,101800.0,2022-05-22
3852,901,114615.0,2022-05-22
3853,901,17000.0,2022-05-22
3854,901,250.0,2022-05-22
3855,901,125098.0,2022-05-22
3856,901,168596.0,2022-05-22
3857,901,15012.0,2022-05-22
3858,901,130291.0,2022-05-22
3859,901,4444.0,2022-05-22
3860,901,110498.0,2022-05-22
3861,901,77328.0,2022-05-22
3862,901,85920.0,2022-05-22
3863,901,50000.0,2022-05-22
3864,901,25000.0,2022-05-22
3865,901,162000.0,2022-05-22
3866,901,320207.0,2022-05-22
3867,901,1651.0,2022-05-22
3868,1013,468000.0,2022-05-22
3869,1001,150000.0,2022-05-22
3870,1001,150000.0,2022-05-22
3871,1006,3000.0,2022-05-22
3872,1003,1000.0,2022-05-22
3873,1008,12639.0,2022-05-22
3874,1013,450000.0,2022-05-22
3875,1013,30000.0,2022-05-22
3876,1008,42547.5,2022-05-22
3877,1006,600.0,2022-05-22
3878,1010,1825.0,2022-05-22
3879,1003,20000.0,2022-05-22
3880,1011,8190.0,2022-05-22
3881,1019,120000.0,2022-05-22
3882,1019,120000.0,2022-05-22
3883,1019,42000.0,2022-05-22
3884,1019,1825.0,2022-05-22
3885,1002,7000.0,2022-05-22
3886,1028,2738.0,2022-05-22
3887,1025,100000.0,2022-05-22
3888,523,20000.0,2022-05-22
3889,1028,124416.0,2022-05-22
3890,1003,1000.0,2022-05-22
3891,1028,18000.0,2022-05-22
3892,1028,36000.0,2022-05-22
3893,1003,10000.0,2022-05-22
3894,1028,10950.0,2022-05-22
3895,1028,7300.0,2022-05-22
3896,1028,17496.0,2022-05-22
3897,1028,124416.0,2022-05-22
3898,1028,279936.0,2022-05-22
3899,1011,1825.0,2022-05-22
3900,1028,31104.0,2022-05-22
3901,523,2478.0,2022-05-22
3902,1022,6844.0,2022-05-22
3903,523,240000.0,2022-05-22
3904,1024,240000.0,2022-05-22
3905,1022,100000.0,2022-05-22
3906,1023,240000.0,2022-05-22
3907,1022,3000.0,2022-05-22
3908,1025,474000.0,2022-05-22
3909,1023,360000.0,2022-05-22
3910,1006,6000.0,2022-05-22
3911,1003,16000.0,2022-05-22
3912,1023,240000.0,2022-05-22
3913,1024,420000.0,2022-05-22
3914,1023,5475.0,2022-05-22
3915,1003,1000.0,2022-05-22
3916,523,240000.0,2022-05-22
3917,1023,280000.0,2022-05-22
3918,1023,200000.0,2022-05-22
3919,1001,3000.0,2022-05-22
3920,523,240000.0,2022-05-22
3921,1023,1186.0,2022-05-22
3922,523,240000.0,2022-05-22
3923,1023,1277.5,2022-05-22
3924,1006,1825.0,2022-05-22
3925,1003,217031.0,2022-05-22
3926,1003,228000.0,2022-05-22
3927,1008,5110.0,2022-05-22
3928,523,27197.0,2022-05-22
3929,1016,55800.0,2022-05-22
3930,523,240000.0,2022-05-22
3931,1025,10000.0,2022-05-22
3932,1025,300000.0,2022-05-22
3933,1023,300000.0,2022-05-22
3934,1001,14760.0,2022-05-22
3935,1023,9125.0,2022-05-22
3936,523,222000.0,2022-05-22
3937,1022,1709.0,2022-05-22
3938,1026,310.0,2022-05-22
3939,1025,538980.0,2022-05-22
3940,1023,180000.0,2022-05-22
3941,1025,10000.0,2022-05-22
3942,1023,300000.0,2022-05-22
3943,1002,142600.0,2022-05-22
3944,1022,5019.0,2022-05-22
3945,523,562751.0,2022-05-22
3946,1003,202800.0,2022-05-22
3947,1023,53655.0,2022-05-22
3948,523,200000.0,2022-05-22
3949,1025,180000.0,2022-05-22
3950,1022,48775.0,2022-05-22
3951,523,530000.0,2022-05-22
3952,1003,1000.0,2022-05-22
3953,1024,192000.0,2022-05-22
3954,1001,48000.0,2022-05-22
3955,1001,54000.0,2022-05-22
3956,1005,120000.0,2022-05-22
3957,1005,120000.0,2022-05-22
3958,1025,24000.0,2022-05-22
3959,1001,35214.0,2022-05-22
3960,1024,50000.0,2022-05-22
3961,1023,240000.0,2022-05-22
3962,1003,157916.0,2022-05-22
3963,523,240000.0,2022-05-22
3964,1001,39410.0,2022-05-22
3965,1009,2737.5,2022-05-22
3966,1003,60000.0,2022-05-22
3967,1001,60000.0,2022-05-22
3968,1115,510000.0,2022-05-22
3969,1115,100000.0,2022-05-22
3970,1115,170000.0,2022-05-22
3971,1108,20000.0,2022-05-22
3972,1107,126000.0,2022-05-22
3973,1115,27976.0,2022-05-22
3974,1120,199078.0,2022-05-22
3975,1118,12000.0,2022-05-22
3976,1120,50000.0,2022-05-22
3977,1120,50000.0,2022-05-22
3978,1108,10000.0,2022-05-22
3979,1119,15000.0,2022-05-22
3980,1115,76186.0,2022-05-22
3981,1107,450000.0,2022-05-22
3982,1108,120000.0,2022-05-22
3983,1108,30000.0,2022-05-22
3984,1115,90000.0,2022-05-22
3985,1104,80000.0,2022-05-22
3986,1119,100000.0,2022-05-22
3987,1108,8000.0,2022-05-22
3988,1119,15000.0,2022-05-22
3989,1119,15000.0,2022-05-22
3990,1115,0.0,2022-05-22
3991,1119,12000.0,2022-05-22
3992,1119,18000.0,2022-05-22
3993,1113,20000.0,2022-05-22
3994,1115,288000.0,2022-05-22
3995,1115,180000.0,2022-05-22
3996,1113,36000.0,2022-05-22
3997,1110,180000.0,2022-05-22
3998,1110,114000.0,2022-05-22
3999,1110,150000.0,2022-05-22
4000,1110,313500.0,2022-05-22
4001,1108,120000.0,2022-05-22
4002,1119,174552.0,2022-05-22
4003,1118,216000.0,2022-05-22
4004,1114,22000.0,2022-05-22
4005,1115,30000.0,2022-05-22
4006,1115,10000.0,2022-05-22
4007,1108,26000.0,2022-05-22
4008,1108,187800.0,2022-05-22
4009,1108,50000.0,2022-05-22
4010,1113,36000.0,2022-05-22
4011,1108,80000.0,2022-05-22
4012,1114,138000.0,2022-05-22
4013,1117,125000.0,2022-05-22
4014,1117,72000.0,2022-05-22
4015,1115,50000.0,2022-05-22
4016,1119,100000.0,2022-05-22
4017,1119,50000.0,2022-05-22
4018,1118,22500.0,2022-05-22
4019,1108,360000.0,2022-05-22
4020,1113,18000.0,2022-05-22
4021,2412,240000.0,2022-05-22
4022,1115,165000.0,2022-05-22
4023,1107,144000.0,2022-05-22
4024,1108,240000.0,2022-05-22
4025,1104,54000.0,2022-05-22
4026,1117,144000.0,2022-05-22
4027,1119,34080.0,2022-05-22
4028,1120,24000.0,2022-05-22
4029,1122,156000.0,2022-05-22
4030,1110,72000.0,2022-05-22
4031,1122,38434.0,2022-05-22
4032,1115,45000.0,2022-05-22
4033,1115,120000.0,2022-05-22
4034,1110,125501.4,2022-05-22
4035,1113,54000.0,2022-05-22
4036,1122,339000.0,2022-05-22
4037,1120,90000.0,2022-05-22
4038,1119,150000.0,2022-05-22
4039,1120,60000.0,2022-05-22
4040,1115,66000.0,2022-05-22
4041,1122,370000.0,2022-05-22
4042,1104,180000.0,2022-05-22
4043,1120,258000.0,2022-05-22
4044,1113,20000.0,2022-05-22
4045,1120,72000.0,2022-05-22
4046,1115,130000.0,2022-05-22
4047,1115,210000.0,2022-05-22
4048,1110,108000.0,2022-05-22
4049,1104,20000.0,2022-05-22
4050,1106,216000.0,2022-05-22
4051,1115,10000.0,2022-05-22
4052,1104,300000.0,2022-05-22
4053,1115,288000.0,2022-05-22
4054,1115,288000.0,2022-05-22
4055,1120,60000.0,2022-05-22
4056,1120,180000.0,2022-05-22
4057,1113,145915.0,2022-05-22
4058,1113,20000.0,2022-05-22
4059,1113,5000.0,2022-05-22
4060,1113,40000.0,2022-05-22
4061,1113,40000.0,2022-05-22
4062,1113,40000.0,2022-05-22
4063,1113,150000.0,2022-05-22
4064,1119,34000.0,2022-05-22
4065,1119,111000.0,2022-05-22
4066,1108,20000.0,2022-05-22
4067,1108,25000.0,2022-05-22
4068,1230,18144.0,2022-05-22
4069,1230,7560.0,2022-05-22
4070,1230,7741.44,2022-05-22
4071,1230,9331.2,2022-05-22
4072,1230,16588.8,2022-05-22
4073,1230,11059.2,2022-05-22
4074,1230,8294.4,2022-05-22
4075,1230,2764.8,2022-05-22
4076,1230,11289.6,2022-05-22
4077,1230,9676.8,2022-05-22
4078,1230,8294.4,2022-05-22
4079,1230,11059.2,2022-05-22
4080,1230,19906.56,2022-05-22
4081,1233,17476.0,2022-05-22
4082,1234,14388.0,2022-05-22
4083,1233,3000.0,2022-05-22
4084,1233,9724.0,2022-05-22
4085,1228,10754.0,2022-05-22
4086,1207,314496.0,2022-05-22
4087,1207,358819.2,2022-05-22
4088,1213,47589.12,2022-05-22
4089,1223,23498.0,2022-05-22
4090,1221,11750.4,2022-05-22
4091,1235,7741.44,2022-05-22
4092,1235,71136.0,2022-05-22
4093,1235,6635.52,2022-05-22
4094,1235,27648.0,2022-05-22
4095,1235,26542.08,2022-05-22
4096,1235,1000.0,2022-05-22
4097,1216,18250.0,2022-05-22
4098,1230,7741.44,2022-05-22
4099,1230,7741.44,2022-05-22
4100,1230,3317.76,2022-05-22
4101,1230,12450.0,2022-05-22
4102,1235,6635.52,2022-05-22
4103,1230,4423.68,2022-05-22
4104,1230,3317.76,2022-05-22
4105,1230,11059.2,2022-05-22
4106,1235,26542.08,2022-05-22
4107,1235,288000.0,2022-05-22
4108,1230,26542.08,2022-05-22
4109,1230,5308.42,2022-05-22
4110,1230,7741.44,2022-05-22
4111,1230,2177.28,2022-05-22
4112,1230,74649.6,2022-05-22
4113,1230,4866.05,2022-05-22
4114,1230,26542.08,2022-05-22
4115,1235,4976.64,2022-05-22
4116,1235,5529.6,2022-05-22
4117,1235,4423.68,2022-05-22
4118,1230,6635.52,2022-05-22
4119,1230,8847.36,2022-05-22
4120,1235,26542.08,2022-05-22
4121,1230,4423.68,2022-05-22
4122,1230,49766.4,2022-05-22
4123,1230,6635.52,2022-05-22
4124,1230,3870.72,2022-05-22
4125,1230,11059.2,2022-05-22
4126,1221,7603.0,2022-05-22
4127,1227,136875.0,2022-05-22
4128,1235,25920.0,2022-05-22
4129,1208,4350.6,2022-05-22
4130,1234,9754.9,2022-05-22
4131,1215,10886.0,2022-05-22
4132,1227,1152.1,2022-05-22
4133,1225,17480.0,2022-05-22
4134,1227,3078.0,2022-05-22
4135,1233,11060.0,2022-05-22
4136,1230,17510.4,2022-05-22
4137,1230,1747.35,2022-05-22
4138,1235,7741.44,2022-05-22
4139,1235,7741.44,2022-05-22
4140,1235,10321.92,2022-05-22
4141,1230,7741.44,2022-05-22
4142,1224,3456.0,2022-05-22
4143,1202,45990.0,2022-05-22
4144,1227,19476.4,2022-05-22
4145,1227,11957.4,2022-05-22
4146,1227,26542.08,2022-05-22
4147,1227,6635.52,2022-05-22
4148,1227,4976.64,2022-05-22
4149,1227,7741.44,2022-05-22
4150,1227,8847.36,2022-05-22
4151,1227,8847.36,2022-05-22
4152,1227,7603.2,2022-05-22
4153,1227,5160.96,2022-05-22
4154,1227,2376.0,2022-05-22
4155,1227,19353.6,2022-05-22
4156,1227,9953.28,2022-05-22
4157,1227,1382.4,2022-05-22
4158,1227,1382.4,2022-05-22
4159,1227,4147.2,2022-05-22
4160,1227,22630.0,2022-05-22
4161,1227,1489.86,2022-05-22
4162,1226,821.0,2022-05-22
4163,1221,4230.14,2022-05-22
4164,1235,7741.44,2022-05-22
4165,1230,2764.8,2022-05-22
4166,1230,1474.56,2022-05-22
4167,1221,14745.6,2022-05-22
4168,1310,24000.0,2022-05-22
4169,1313,246000.0,2022-05-22
4170,1508,425000.0,2022-05-22
4171,1508,425000.0,2022-05-22
4172,1508,360000.0,2022-05-22
4173,1310,273.75,2022-05-22
4174,1317,4500.0,2022-05-22
4175,1312,146.0,2022-05-22
4176,1508,105000.0,2022-05-22
4177,1312,52012.5,2022-05-22
4178,1307,180000.0,2022-05-22
4179,3017,192173.0,2022-05-22
4180,1307,88093.0,2022-05-22
4181,1315,394.0,2022-05-22
4182,1315,648.0,2022-05-22
4183,1305,231483.0,2022-05-22
4184,1317,204000.0,2022-05-22
4185,1317,100000.0,2022-05-22
4186,1313,90000.0,2022-05-22
4187,1313,221026.0,2022-05-22
4188,1307,36000.0,2022-05-22
4189,1313,19929.0,2022-05-22
4190,1317,90000.0,2022-05-22
4191,1312,16425.0,2022-05-22
4192,1312,109500.0,2022-05-22
4193,1314,12600.0,2022-05-22
4194,1312,46446.0,2022-05-22
4195,1312,7282.0,2022-05-22
4196,1317,346.0,2022-05-22
4197,1317,150000.0,2022-05-22
4198,1320,162005.0,2022-05-22
4199,1301,4818.0,2022-05-22
4200,1301,10019.0,2022-05-22
4201,1310,3100.0,2022-05-22
4202,1310,360000.0,2022-05-22
4203,1320,234000.0,2022-05-22
4204,1317,570240.0,2022-05-22
4205,1317,120000.0,2022-05-22
4206,1317,19710.0,2022-05-22
4207,1320,123899.0,2022-05-22
4208,1320,46920.0,2022-05-22
4209,1313,134466.0,2022-05-22
4210,1318,82125.0,2022-05-22
4211,1305,124118.0,2022-05-22
4212,1316,3600.0,2022-05-22
4213,1314,6300.0,2022-05-22
4214,1320,51629.0,2022-05-22
4215,1315,28361.0,2022-05-22
4216,1317,30000.0,2022-05-22
4217,1314,8651.0,2022-05-22
4218,1317,246594.0,2022-05-22
4219,1320,2000.0,2022-05-22
4220,1319,33452.0,2022-05-22
4221,1320,183.0,2022-05-22
4222,1317,95429.0,2022-05-22
4223,1317,80000.0,2022-05-22
4224,1320,1369.0,2022-05-22
4225,1312,46045.0,2022-05-22
4226,1317,348000.0,2022-05-22
4227,1317,420933.0,2022-05-22
4228,1317,238271.0,2022-05-22
4229,1317,8212.0,2022-05-22
4230,1318,315634.0,2022-05-22
4231,1313,78840.0,2022-05-22
4232,1305,16500.0,2022-05-22
4233,1317,242352.0,2022-05-22
4234,1317,100643.0,2022-05-22
4235,1317,9600.0,2022-05-22
4236,1317,11016.0,2022-05-22
4237,1508,20000.0,2022-05-22
4238,1307,173040.0,2022-05-22
4239,1310,502632.5,2022-05-22
4240,1310,502632.5,2022-05-22
4241,1317,180000.0,2022-05-22
4242,1310,230771.0,2022-05-22
4243,1317,20000.0,2022-05-22
4244,1317,100000.0,2022-05-22
4245,1317,10000.0,2022-05-22
4246,1317,20000.0,2022-05-22
4247,1317,5000.0,2022-05-22
4248,1508,30000.0,2022-05-22
4249,1310,31207.47,2022-05-22
4250,1312,90392.25,2022-05-22
4251,1310,652788.22,2022-05-22
4252,1314,5146.5,2022-05-22
4253,1313,58527.75,2022-05-22
4254,1313,56830.5,2022-05-22
4255,1312,15768.0,2022-05-22
4256,1312,4051.5,2022-05-22
4257,1312,19053.0,2022-05-22
4258,1313,189216.0,2022-05-22
4259,1312,38325.0,2022-05-22
4260,1313,189216.0,2022-05-22
4261,1313,62305.5,2022-05-22
4262,1319,120866.64,2022-05-22
4263,1310,66000.0,2022-05-22
4264,1312,32850.0,2022-05-22
4265,1309,16315.5,2022-05-22
4266,1314,56556.75,2022-05-22
4267,1319,6000.0,2022-05-22
4268,1422,23190.0,2022-05-22
4269,1416,100000.0,2022-05-22
4270,1442,114000.0,2022-05-22
4271,1459,14000.0,2022-05-22
4272,1449,23075.0,2022-05-22
4273,1447,50000.0,2022-05-22
4274,1449,115323.0,2022-05-22
4275,1449,48000.0,2022-05-22
4276,1449,36000.0,2022-05-22
4277,1439,18144.0,2022-05-22
4278,1406,31486.0,2022-05-22
4279,1422,20000.0,2022-05-22
4280,1401,500000.0,2022-05-22
4281,1402,50000.0,2022-05-22
4282,1402,12000.0,2022-05-22
4283,1402,30000.0,2022-05-22
4284,1402,12000.0,2022-05-22
4285,1402,10500.0,2022-05-22
4286,1402,6000.0,2022-05-22
4287,1402,80000.0,2022-05-22
4288,1402,10000.0,2022-05-22
4289,1402,13327.8,2022-05-22
4290,1402,60000.0,2022-05-22
4291,1402,20000.0,2022-05-22
4292,1402,33895.0,2022-05-22
4293,1401,200000.0,2022-05-22
4294,1450,70000.0,2022-05-22
4295,1409,12000.0,2022-05-22
4296,1406,100000.0,2022-05-22
4297,1401,5000.0,2022-05-22
4298,1401,5000.0,2022-05-22
4299,1403,10000.0,2022-05-22
4300,1434,465375.0,2022-05-22
4301,1409,138000.0,2022-05-22
4302,1404,144000.0,2022-05-22
4303,1408,3000.0,2022-05-22
4304,1410,225000.0,2022-05-22
4305,1408,30000.0,2022-05-22
4306,1408,21000.0,2022-05-22
4307,1419,21000.0,2022-05-22
4308,1410,309125.0,2022-05-22
4309,1408,20000.0,2022-05-22
4310,1404,150000.0,2022-05-22
4311,1404,70000.0,2022-05-22
4312,1450,0.0,2022-05-22
4313,1401,30000.0,2022-05-22
4314,1401,90000.0,2022-05-22
4315,1410,180000.0,2022-05-22
4316,1402,114579.0,2022-05-22
4317,1419,167400.0,2022-05-22
4318,1419,64670.0,2022-05-22
4319,1408,216000.0,2022-05-22
4320,1459,80870.0,2022-05-22
4321,1401,394690.0,2022-05-22
4322,1401,425306.7,2022-05-22
4323,1424,248230.0,2022-05-22
4324,1410,78514.0,2022-05-22
4325,1449,22190.0,2022-05-22
4326,1427,30000.0,2022-05-22
4327,1403,38880.0,2022-05-22
4328,1442,6000.0,2022-05-22
4329,1419,36547.0,2022-05-22
4330,1410,54000.0,2022-05-22
4331,1406,126000.0,2022-05-22
4332,1419,34325.0,2022-05-22
4333,1424,41000.0,2022-05-22
4334,1401,110000.0,2022-05-22
4335,1419,37012.0,2022-05-22
4336,1449,35160.0,2022-05-22
4337,1401,350.0,2022-05-22
4338,1401,700.0,2022-05-22
4339,1419,78547.0,2022-05-22
4340,1408,34223.0,2022-05-22
4341,1408,78000.0,2022-05-22
4342,1422,120000.0,2022-05-22
4343,1419,22625.0,2022-05-22
4344,1409,70000.0,2022-05-22
4345,1419,360000.0,2022-05-22
4346,1450,24000.0,2022-05-22
4347,1402,19255.0,2022-05-22
4348,1420,174000.0,2022-05-22
4349,1408,192000.0,2022-05-22
4350,1406,53880.0,2022-05-22
4351,1449,60000.0,2022-05-22
4352,1428,189000.0,2022-05-22
4353,1413,271566.0,2022-05-22
4354,1403,70436.0,2022-05-22
4355,1405,34000.0,2022-05-22
4356,1405,25000.0,2022-05-22
4357,1450,6000.0,2022-05-22
4358,1450,8000.0,2022-05-22
4359,1450,6000.0,2022-05-22
4360,1422,9125.0,2022-05-22
4361,1450,12000.0,2022-05-22
4362,1450,9645.0,2022-05-22
4363,1449,12000.0,2022-05-22
4364,1449,9000.0,2022-05-22
4365,1449,15000.0,2022-05-22
4366,1417,456000.0,2022-05-22
4367,1402,53850.3,2022-05-22
4368,1502,55000.0,2022-05-22
4369,1507,20000.0,2022-05-22
4370,1501,1000000.0,2022-05-22
4371,1501,300000.0,2022-05-22
4372,1501,95739.0,2022-05-22
4373,1501,438000.0,2022-05-22
4374,1501,50000.0,2022-05-22
4375,1502,11000.0,2022-05-22
4376,1501,280000.0,2022-05-22
4377,1501,30000.0,2022-05-22
4378,1504,172888.0,2022-05-22
4379,1508,229312.0,2022-05-22
4380,1501,91250.0,2022-05-22
4381,1508,749692.0,2022-05-22
4382,1508,664160.0,2022-05-22
4383,1508,120000.0,2022-05-22
4384,1501,225000.0,2022-05-22
4385,1501,225000.0,2022-05-22
4386,1501,354584.0,2022-05-22
4387,1507,30000.0,2022-05-22
4388,901,85970.0,2022-05-22
4389,1505,60000.0,2022-05-22
4390,1508,734400.0,2022-05-22
4391,1507,248000.0,2022-05-22
4392,1507,102209.0,2022-05-22
4393,1501,260000.0,2022-05-22
4394,1507,186000.0,2022-05-22
4395,1508,360000.0,2022-05-22
4396,1506,3728.0,2022-05-22
4397,1506,138240.0,2022-05-22
4398,1501,35000.0,2022-05-22
4399,1501,309800.0,2022-05-22
4400,1501,300000.0,2022-05-22
4401,1508,475955.0,2022-05-22
4402,1508,773427.0,2022-05-22
4403,1508,1249382.0,2022-05-22
4404,1508,654438.0,2022-05-22
4405,1508,446208.0,2022-05-22
4406,1508,535450.0,2022-05-22
4407,1508,832921.0,2022-05-22
4408,1508,535450.0,2022-05-22
4409,1508,1636096.0,2022-05-22
4410,1508,1189888.0,2022-05-22
4411,1508,922163.0,2022-05-22
4412,1508,1070899.0,2022-05-22
4413,1508,654438.0,2022-05-22
4414,1508,505702.0,2022-05-22
4415,1508,148736.0,2022-05-22
4416,1508,94600.0,2022-05-22
4417,1508,946080.0,2022-05-22
4418,1508,63072.0,2022-05-22
4419,1508,1195696.0,2022-05-22
4420,1508,504576.0,2022-05-22
4421,1508,381104.0,2022-05-22
4422,1501,450000.0,2022-05-22
4423,1508,150387.0,2022-05-22
4424,901,50000.0,2022-05-22
4425,1503,150000.0,2022-05-22
4426,1503,269370.0,2022-05-22
4427,1502,30000.0,2022-05-22
4428,1508,88880.0,2022-05-22
4429,1507,360000.0,2022-05-22
4430,1507,204000.0,2022-05-22
4431,1507,211500.0,2022-05-22
4432,1501,75000.0,2022-05-22
4433,1508,64722.0,2022-05-22
4434,1501,1061586.0,2022-05-22
4435,1501,357014.0,2022-05-22
4436,1501,50000.0,2022-05-22
4437,1501,50000.0,2022-05-22
4438,1501,65700.0,2022-05-22
4439,1501,65700.0,2022-05-22
4440,1507,60000.0,2022-05-22
4441,1501,300000.0,2022-05-22
4442,1501,165000.0,2022-05-22
4443,1507,454389.0,2022-05-22
4444,1507,454389.0,2022-05-22
4445,1507,454389.0,2022-05-22
4446,1503,100000.0,2022-05-22
4447,1501,250000.0,2022-05-22
4448,1507,30000.0,2022-05-22
4449,1508,9274.0,2022-05-22
4450,1501,30000.0,2022-05-22
4451,1507,192000.0,2022-05-22
4452,1508,844000.0,2022-05-22
4453,1504,20000.0,2022-05-22
4454,1508,663000.0,2022-05-22
4455,1506,310000.0,2022-05-22
4456,1507,48000.0,2022-05-22
4457,1507,120000.0,2022-05-22
4458,1508,97000.0,2022-05-22
4459,1501,250000.0,2022-05-22
4460,1502,100000.0,2022-05-22
4461,1501,48000.0,2022-05-22
4462,1501,150000.0,2022-05-22
4463,901,13909.0,2022-05-22
4464,1508,200000.0,2022-05-22
4465,1508,33000.0,2022-05-22
4466,1508,150000.0,2022-05-22
4467,1502,231000.0,2022-05-22
4468,1620,27419.0,2022-05-22
4469,1620,15100.0,2022-05-22
4470,1607,50000.0,2022-05-22
4471,1620,128200.0,2022-05-22
4472,1620,100000.0,2022-05-22
4473,1620,64122.0,2022-05-22
4474,1601,157750.0,2022-05-22
4475,1614,22035.0,2022-05-22
4476,1614,133000.0,2022-05-22
4477,1614,18250.0,2022-05-22
4478,1611,2875.0,2022-05-22
4479,1616,15315.0,2022-05-22
4480,1611,18144.0,2022-05-22
4481,1616,37548.0,2022-05-22
4482,1606,23524.0,2022-05-22
4483,1620,21100.0,2022-05-22
4484,1611,13571.0,2022-05-22
4485,1620,15100.0,2022-05-22
4486,1620,121250.0,2022-05-22
4487,1616,6284.0,2022-05-22
4488,1620,107000.0,2022-05-22
4489,1616,41568.0,2022-05-22
4490,1611,3468.0,2022-05-22
4491,1620,98000.0,2022-05-22
4492,1616,16230.0,2022-05-22
4493,1620,96062.0,2022-05-22
4494,1620,20000.0,2022-05-22
4495,1611,25136.0,2022-05-22
4496,1620,91450.0,2022-05-22
4497,1616,73706.0,2022-05-22
4498,1611,21560.0,2022-05-22
4499,1616,22000.0,2022-05-22
4500,1606,20075.0,2022-05-22
4501,1616,1700.0,2022-05-22
4502,1620,13824.0,2022-05-22
4503,1616,7344.0,2022-05-22
4504,1620,17100.0,2022-05-22
4505,1616,21205.0,2022-05-22
4506,1601,124500.0,2022-05-22
4507,1616,13312.0,2022-05-22
4508,1611,60966.0,2022-05-22
4509,1606,9048.0,2022-05-22
4510,1611,124495.0,2022-05-22
4511,1616,24740.0,2022-05-22
4512,1616,89800.0,2022-05-22
4513,1611,4194.0,2022-05-22
4514,1620,82779.0,2022-05-22
4515,1616,9426.0,2022-05-22
4516,1611,2793.0,2022-05-22
4517,1616,28561.0,2022-05-22
4518,1614,12576.0,2022-05-22
4519,1614,8400.0,2022-05-22
4520,1616,19683.0,2022-05-22
4521,1616,12568.0,2022-05-22
4522,1620,180367.0,2022-05-22
4523,1620,87824.0,2022-05-22
4524,1607,180000.0,2022-05-22
4525,1608,20000.0,2022-05-22
4526,1616,438000.0,2022-05-22
4527,1611,8270.26,2022-05-22
4528,1616,4713.0,2022-05-22
4529,1611,213538.0,2022-05-22
4530,1616,14901.0,2022-05-22
4531,1601,53414.0,2022-05-22
4532,1620,135717.0,2022-05-22
4533,1611,86708.0,2022-05-22
4534,1620,119500.0,2022-05-22
4535,1611,21900.0,2022-05-22
4536,1602,20000.0,2022-05-22
4537,1623,9000.0,2022-05-22
4538,1620,518400.0,2022-05-22
4539,1614,106219.5,2022-05-22
4540,1616,44705.0,2022-05-22
4541,1614,18000.0,2022-05-22
4542,1602,1260.0,2022-05-22
4543,1608,63400.0,2022-05-22
4544,1623,11985.6,2022-05-22
4545,1620,102000.0,2022-05-22
4546,1609,310380.0,2022-05-22
4547,1614,99525.0,2022-05-22
4548,1620,15079.0,2022-05-22
4549,1602,52300.0,2022-05-22
4550,1623,30000.0,2022-05-22
4551,1622,5000.0,2022-05-22
4552,1608,50000.0,2022-05-22
4553,1607,6000.0,2022-05-22
4554,1607,6000.0,2022-05-22
4555,1612,20148.0,2022-05-22
